User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
1473,Ellen Cox,freemanheather@example.com,freemanheather,1936-01-07,Male,New Jamesberg,2024-04-10,2025-04-10,Annual,Amex,Auto-renew,Occasional,Clothing,Action,Tablet,Low,3.2,3
1474,Holly Shaw,llewis@example.org,llewis,1974-06-30,Male,North Alec,2024-02-28,2025-02-27,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Smartphone,Medium,4.0,0
1475,Calvin Stewart,christine46@example.net,christine46,1966-05-02,Female,New John,2024-04-03,2025-04-03,Monthly,Amex,Auto-renew,Regular,Clothing,Comedy,Tablet,High,3.5,6
1476,Jeremy Martinez,millerangela@example.org,millerangela,1973-02-01,Male,West Stephanieberg,2024-03-29,2025-03-29,Monthly,Amex,Auto-renew,Occasional,Clothing,Documentary,Smartphone,High,4.2,7
1477,James Mcintosh,mhall@example.net,mhall,1985-10-16,Female,Bethanyshire,2024-01-22,2025-01-21,Monthly,Mastercard,Manual,Frequent,Books,Action,Smartphone,High,3.7,8
1478,Paige Tran,princedorothy@example.org,princedorothy,1958-08-21,Male,New Jerry,2024-01-06,2025-01-05,Annual,Amex,Manual,Regular,Books,Comedy,Smartphone,Medium,3.9,1
1479,Eric Huang,miguel07@example.org,miguel07,1959-06-26,Male,Williamsview,2024-02-28,2025-02-27,Annual,Visa,Manual,Frequent,Electronics,Sci-Fi,Smart TV,High,5.0,0
1480,Michelle Lambert DVM,donaldturner@example.com,donaldturner,1948-07-18,Female,North Sean,2024-03-11,2025-03-11,Annual,Mastercard,Manual,Occasional,Electronics,Action,Tablet,Low,3.4,4
1481,Daniel Garcia,tmahoney@example.org,tmahoney,1971-09-03,Female,Elizabethfurt,2024-03-21,2025-03-21,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Smartphone,High,5.0,3
1482,Christine Porter,spennington@example.org,spennington,2001-01-25,Male,Port Marcus,2024-04-06,2025-04-06,Monthly,Visa,Manual,Regular,Clothing,Romance,Tablet,Medium,4.8,5
1483,Sabrina Williams,njohnson@example.org,njohnson,1977-05-08,Male,East Michelle,2024-04-03,2025-04-03,Annual,Amex,Manual,Frequent,Electronics,Drama,Smartphone,High,4.8,9
1484,Andrew Holmes,carteramy@example.com,carteramy,1983-03-29,Male,Meganland,2024-03-16,2025-03-16,Annual,Visa,Auto-renew,Occasional,Books,Documentary,Smart TV,Medium,3.4,0
1485,David Ferrell,elizabethbowen@example.org,elizabethbowen,1952-11-05,Female,South William,2024-02-13,2025-02-12,Monthly,Visa,Manual,Frequent,Clothing,Action,Tablet,Medium,4.9,5
1486,Sandra Little,canturichard@example.org,canturichard,2006-01-11,Male,Shawnshire,2024-03-26,2025-03-26,Annual,Visa,Manual,Frequent,Electronics,Drama,Smart TV,Medium,4.6,9
1487,Cindy Wilson,susan15@example.org,susan15,1995-04-07,Male,East William,2024-04-01,2025-04-01,Annual,Amex,Manual,Regular,Clothing,Comedy,Smart TV,Medium,3.7,6
1488,Debra Logan,rachaeljones@example.net,rachaeljones,1963-06-04,Male,North Stevenshire,2024-02-02,2025-02-01,Monthly,Mastercard,Auto-renew,Frequent,Books,Action,Tablet,Medium,4.8,9
1489,Matthew Gonzales,obennett@example.com,obennett,1991-12-30,Female,Meganfort,2024-01-29,2025-01-28,Monthly,Amex,Manual,Occasional,Electronics,Horror,Smart TV,High,3.3,6
1490,Stephanie Alexander,wmoyer@example.com,wmoyer,1949-02-16,Male,Matthewfort,2024-01-03,2025-01-02,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Medium,3.8,8
1491,Matthew Wong,ortegagrant@example.org,ortegagrant,1961-10-20,Male,Jessicaburgh,2024-01-07,2025-01-06,Annual,Mastercard,Manual,Frequent,Electronics,Action,Smartphone,Medium,4.1,3
1492,Pamela Anthony,dadams@example.org,dadams,1982-12-26,Male,Romeroside,2024-01-16,2025-01-15,Monthly,Visa,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Medium,3.6,1
1493,Susan Maldonado,hesterperry@example.net,hesterperry,1991-10-09,Female,Lake Angela,2024-03-11,2025-03-11,Annual,Amex,Auto-renew,Regular,Electronics,Drama,Tablet,High,3.1,2
1494,Michelle Allen,ariana79@example.com,ariana79,1991-07-03,Female,New Heather,2024-04-11,2025-04-11,Monthly,Mastercard,Manual,Occasional,Clothing,Drama,Smartphone,Low,4.6,2
1495,Kristin Ross,jeanetterichardson@example.com,jeanetterichardson,1967-06-19,Female,Matthewmouth,2024-01-22,2025-01-21,Monthly,Mastercard,Manual,Occasional,Books,Romance,Smartphone,Medium,3.0,5
1496,Amber Anderson,sandovaljasmin@example.net,sandovaljasmin,2005-07-12,Female,Olsonburgh,2024-02-20,2025-02-19,Annual,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Smart TV,Low,4.4,3
1497,Heather Singh,wilsonjoseph@example.net,wilsonjoseph,1945-11-27,Male,East Scott,2024-03-11,2025-03-11,Monthly,Amex,Manual,Frequent,Books,Horror,Tablet,Medium,3.7,8
1498,Jennifer Morales MD,bbrooks@example.com,bbrooks,1945-03-13,Male,Port Kevinshire,2024-03-21,2025-03-21,Annual,Visa,Manual,Occasional,Books,Romance,Smart TV,High,3.1,1
1499,Sarah Castro,jeffrey86@example.net,jeffrey86,1936-03-21,Female,East Jacquelinehaven,2024-04-12,2025-04-12,Annual,Visa,Manual,Regular,Clothing,Drama,Smart TV,Medium,4.5,0
1500,Brandon Strong,kristen50@example.org,kristen50,1993-04-08,Male,Port Debbie,2024-01-06,2025-01-05,Monthly,Visa,Manual,Occasional,Books,Action,Smart TV,Medium,3.4,3
1501,Julie Houston,juan01@example.com,juan01,2002-04-27,Male,Jeffreyfort,2024-01-24,2025-01-23,Monthly,Mastercard,Auto-renew,Regular,Books,Action,Tablet,Low,4.8,6
1502,Kelly Young,omathews@example.org,omathews,1973-09-28,Male,Lamberttown,2024-03-02,2025-03-02,Annual,Mastercard,Manual,Occasional,Clothing,Comedy,Smart TV,Medium,4.9,5
1503,Janet Bryant,dsmith@example.org,dsmith,1975-05-27,Female,West Margaretfort,2024-02-22,2025-02-21,Monthly,Amex,Auto-renew,Regular,Electronics,Horror,Smart TV,High,4.7,5
1504,Jeffrey Reynolds,usmith@example.com,usmith,1940-06-09,Male,Jacksonton,2024-02-27,2025-02-26,Annual,Amex,Manual,Frequent,Electronics,Drama,Smart TV,Low,4.1,4
1505,Mitchell Johnson,scotthatfield@example.org,scotthatfield,1998-12-22,Female,North Vickiport,2024-04-06,2025-04-06,Monthly,Visa,Auto-renew,Occasional,Books,Horror,Smartphone,Low,4.1,0
1506,Shawn Roberson,kellybrooks@example.org,kellybrooks,1978-06-17,Female,Lefort,2024-02-10,2025-02-09,Annual,Visa,Manual,Regular,Books,Comedy,Smartphone,Medium,4.3,9
1507,Kara Wong,tiffany73@example.com,tiffany73,1959-08-20,Female,North Jose,2024-02-19,2025-02-18,Annual,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,Low,4.3,1
1508,Danielle Hinton,teresahill@example.net,teresahill,1946-04-09,Female,Port Adamburgh,2024-03-27,2025-03-27,Monthly,Amex,Manual,Occasional,Clothing,Sci-Fi,Tablet,Medium,3.7,6
1509,Melissa Cruz,ecunningham@example.org,ecunningham,1935-04-03,Male,Lewisview,2024-01-24,2025-01-23,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Medium,3.5,8
1510,Kayla Hernandez,danderson@example.net,danderson,1957-08-11,Female,East Robertshire,2024-02-15,2025-02-14,Annual,Amex,Manual,Occasional,Electronics,Comedy,Smartphone,Medium,3.2,9
1511,Elizabeth Johnson,kathymcdonald@example.com,kathymcdonald,1982-09-30,Female,East Shaneburgh,2024-01-15,2025-01-14,Monthly,Amex,Auto-renew,Occasional,Electronics,Documentary,Smartphone,High,4.6,9
1512,Crystal Smith,christinafarmer@example.net,christinafarmer,1984-01-12,Male,Lake Rachel,2024-01-11,2025-01-10,Monthly,Amex,Auto-renew,Frequent,Electronics,Drama,Tablet,Low,3.4,8
1513,Tiffany Gonzalez,changnicholas@example.org,changnicholas,1940-11-08,Male,Caseymouth,2024-01-11,2025-01-10,Annual,Visa,Auto-renew,Frequent,Clothing,Comedy,Tablet,Medium,4.6,2
1514,Tammy Cook,andersonjared@example.org,andersonjared,1941-03-18,Male,West Joy,2024-03-28,2025-03-28,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,Medium,4.9,9
1515,Jordan Cunningham,qbanks@example.net,qbanks,1956-02-12,Female,New Danielle,2024-01-02,2025-01-01,Monthly,Visa,Auto-renew,Occasional,Electronics,Action,Smart TV,Medium,3.3,6
1516,Rodney Wright,ryancampos@example.org,ryancampos,1958-08-08,Male,East Robert,2024-01-08,2025-01-07,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Smart TV,High,4.5,6
1517,Paul Schmidt,robert54@example.com,robert54,1969-06-24,Female,Rebeccatown,2024-01-05,2025-01-04,Monthly,Amex,Manual,Regular,Electronics,Action,Smart TV,Low,4.7,8
1518,Jonathan Stevens,anthony62@example.net,anthony62,1983-03-29,Male,Murrayland,2024-02-07,2025-02-06,Annual,Visa,Auto-renew,Occasional,Books,Comedy,Smart TV,Low,4.0,1
1519,Robyn Campbell,jjones@example.net,jjones,1942-09-23,Female,Lewisborough,2024-01-15,2025-01-14,Monthly,Amex,Manual,Regular,Books,Comedy,Tablet,Medium,4.1,5
1520,Gary Young,warnerkrystal@example.net,warnerkrystal,1962-12-03,Female,Dawnland,2024-03-15,2025-03-15,Annual,Visa,Manual,Frequent,Books,Action,Tablet,Medium,4.2,3
1521,Michael Hill,beckerjustin@example.net,beckerjustin,1973-07-27,Male,Carolside,2024-02-09,2025-02-08,Monthly,Amex,Manual,Regular,Clothing,Action,Tablet,Medium,4.8,6
1522,David Tucker,zjohnson@example.org,zjohnson,2001-06-26,Female,Turnerview,2024-03-28,2025-03-28,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Smart TV,Low,4.6,8
1523,Julie Banks,brandonmorales@example.com,brandonmorales,1937-05-10,Male,Kennethtown,2024-03-16,2025-03-16,Annual,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,3.5,6
1524,Paul Richardson,judith92@example.net,judith92,1956-08-31,Female,East Maria,2024-03-03,2025-03-03,Annual,Mastercard,Manual,Occasional,Clothing,Documentary,Smartphone,Low,4.4,8
1525,Richard Parsons,chadstevens@example.net,chadstevens,1964-05-29,Male,South Samantha,2024-01-04,2025-01-03,Annual,Mastercard,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,3.0,2
1526,Casey Jones,james75@example.org,james75,1967-07-27,Male,South Tonyland,2024-04-04,2025-04-04,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Smart TV,Low,3.1,2
1527,Lisa Adams,ghowell@example.net,ghowell,1960-08-03,Male,North Claudia,2024-04-14,2025-04-14,Annual,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Tablet,High,3.5,3
1528,Karen Stokes,lmay@example.net,lmay,1992-07-06,Male,Lake Michelle,2024-02-07,2025-02-06,Annual,Amex,Manual,Occasional,Electronics,Action,Tablet,Low,3.0,6
1529,Melanie Wagner,youngmarissa@example.com,youngmarissa,1941-04-06,Female,Lake Amyberg,2024-03-16,2025-03-16,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,Tablet,Medium,3.3,0
1530,Charles Robinson,curtismartin@example.com,curtismartin,1949-08-28,Male,Lake Angelaside,2024-02-23,2025-02-22,Annual,Mastercard,Auto-renew,Occasional,Books,Comedy,Smart TV,Low,3.9,5
1531,Larry Bass,karencardenas@example.net,karencardenas,1979-09-20,Male,Amandaburgh,2024-01-23,2025-01-22,Annual,Mastercard,Manual,Regular,Electronics,Documentary,Smart TV,Medium,4.2,9
1532,Adam Lopez,stevenallen@example.net,stevenallen,1973-04-14,Male,Ryanfurt,2024-01-14,2025-01-13,Annual,Visa,Manual,Regular,Clothing,Action,Smart TV,High,3.5,0
1533,Eric Gutierrez,julie28@example.com,julie28,1941-10-19,Male,Norrishaven,2024-02-11,2025-02-10,Annual,Mastercard,Auto-renew,Regular,Books,Action,Smart TV,High,4.3,0
1534,Catherine Adams,ryan82@example.org,ryan82,1990-09-08,Female,Lake Miguelburgh,2024-03-28,2025-03-28,Annual,Amex,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,4.9,6
1535,James Garcia,meghansmith@example.org,meghansmith,1974-11-02,Male,Mckeemouth,2024-03-22,2025-03-22,Monthly,Amex,Manual,Frequent,Clothing,Drama,Smart TV,Low,3.1,5
1536,Annette Velez,wallschase@example.net,wallschase,2001-11-28,Female,Pearsonfurt,2024-04-12,2025-04-12,Annual,Visa,Manual,Regular,Clothing,Horror,Smart TV,Low,3.9,10
1537,Brian Reynolds,bhenderson@example.net,bhenderson,1939-11-28,Male,Danielleland,2024-01-14,2025-01-13,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,3.9,1
1538,Mario Neal,heather02@example.com,heather02,2004-08-20,Female,West Carolyn,2024-01-02,2025-01-01,Annual,Mastercard,Manual,Frequent,Electronics,Documentary,Tablet,Low,3.7,3
1539,Rodney Bradley,debra24@example.org,debra24,1986-07-16,Female,Lake Carolineburgh,2024-01-26,2025-01-25,Monthly,Amex,Manual,Frequent,Clothing,Comedy,Smartphone,Medium,4.1,9
1540,Luke Raymond,dyertina@example.org,dyertina,1978-06-26,Male,Cynthiafort,2024-02-05,2025-02-04,Annual,Visa,Manual,Regular,Clothing,Action,Smartphone,Medium,3.5,2
1541,Wendy Davis,calvin90@example.com,calvin90,1971-08-30,Male,Port Jonathan,2024-04-12,2025-04-12,Monthly,Amex,Manual,Occasional,Clothing,Comedy,Smartphone,High,3.4,10
1542,Latasha Cochran,waynebrown@example.net,waynebrown,1957-10-15,Male,Angelafurt,2024-01-17,2025-01-16,Monthly,Amex,Manual,Regular,Clothing,Romance,Smart TV,Medium,3.1,4
1543,Katherine Perez,mtaylor@example.com,mtaylor,1948-07-16,Female,Amandashire,2024-02-02,2025-02-01,Monthly,Visa,Manual,Regular,Clothing,Drama,Smart TV,High,3.3,0
1544,Tony Chung,taylormark@example.net,taylormark,2001-08-22,Male,Lake Alicia,2024-01-05,2025-01-04,Annual,Mastercard,Manual,Regular,Clothing,Documentary,Smart TV,Low,3.8,0
1545,Andrew Norris,angelarobertson@example.org,angelarobertson,1967-03-13,Female,Logantown,2024-04-01,2025-04-01,Annual,Visa,Manual,Frequent,Electronics,Horror,Smartphone,Medium,4.5,8
1546,Charles Haney,jamescaldwell@example.org,jamescaldwell,1935-02-19,Male,West Johnathanview,2024-01-01,2024-12-31,Annual,Mastercard,Auto-renew,Frequent,Clothing,Documentary,Smart TV,Low,4.3,3
1547,Eric Miller,shelbylopez@example.com,shelbylopez,1939-10-04,Male,Robertton,2024-03-30,2025-03-30,Monthly,Amex,Manual,Occasional,Books,Action,Tablet,Medium,3.0,8
1548,Anthony Carr,thomas61@example.net,thomas61,1988-10-17,Male,Lake Lauraville,2024-02-04,2025-02-03,Annual,Amex,Auto-renew,Regular,Clothing,Horror,Smartphone,Low,3.6,1
1549,Cindy Garrett,erica32@example.net,erica32,1960-06-05,Female,Richardsonville,2024-01-19,2025-01-18,Monthly,Amex,Auto-renew,Frequent,Books,Sci-Fi,Tablet,Medium,3.4,5
1550,Brandon Myers,williamsrobert@example.net,williamsrobert,1941-05-15,Female,Briggsfurt,2024-02-20,2025-02-19,Monthly,Amex,Manual,Regular,Books,Horror,Smartphone,High,4.0,9
1551,Richard Gregory,vjackson@example.org,vjackson,1956-11-24,Male,Veronicamouth,2024-02-18,2025-02-17,Annual,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Medium,4.5,9
1552,Jason Clark MD,tracyshaffer@example.com,tracyshaffer,1970-05-11,Male,Paulbury,2024-02-24,2025-02-23,Monthly,Visa,Auto-renew,Regular,Books,Romance,Tablet,Medium,3.1,7
1553,Kimberly Perkins,lawsonjonathan@example.net,lawsonjonathan,1941-04-15,Female,Cruzchester,2024-03-11,2025-03-11,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Medium,5.0,7
1554,Jason Shaw,daniel28@example.org,daniel28,1971-09-13,Male,Johnsonmouth,2024-02-12,2025-02-11,Monthly,Mastercard,Manual,Frequent,Electronics,Documentary,Smartphone,Low,3.6,3
1555,James Dixon,robertvasquez@example.net,robertvasquez,1974-03-21,Male,New Wendyside,2024-01-31,2025-01-30,Monthly,Amex,Manual,Regular,Clothing,Romance,Smartphone,High,4.5,1
1556,Lisa Griffin,jonesallison@example.net,jonesallison,2000-05-25,Female,Moranview,2024-02-17,2025-02-16,Annual,Visa,Manual,Occasional,Books,Documentary,Smart TV,Low,4.4,1
1557,Adriana Ray,wendy28@example.com,wendy28,2002-08-14,Female,Jacobstad,2024-03-18,2025-03-18,Annual,Mastercard,Manual,Regular,Books,Comedy,Smart TV,High,3.7,0
1558,Robert Guerrero,marcnguyen@example.org,marcnguyen,1964-12-27,Female,Port Angela,2024-03-16,2025-03-16,Monthly,Mastercard,Manual,Frequent,Electronics,Drama,Smartphone,High,3.8,7
1559,Julie Pierce,burtoncynthia@example.com,burtoncynthia,1933-11-30,Male,West Rachel,2024-02-25,2025-02-24,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Smart TV,Medium,4.2,1
1560,Kevin Arnold,robertsamanda@example.net,robertsamanda,1966-08-04,Female,Seantown,2024-02-02,2025-02-01,Monthly,Amex,Manual,Occasional,Clothing,Sci-Fi,Tablet,High,4.0,10
1561,Cynthia Carrillo,vgarcia@example.com,vgarcia,1960-02-19,Female,Laurieshire,2024-02-06,2025-02-05,Annual,Visa,Manual,Regular,Clothing,Drama,Smart TV,Medium,3.5,3
1562,Karen Ruiz,joshuabutler@example.net,joshuabutler,1963-02-01,Male,Lake Anna,2024-02-01,2025-01-31,Monthly,Visa,Auto-renew,Regular,Books,Action,Smartphone,Medium,4.3,1
1563,Bradley Conner,felliott@example.org,felliott,1948-12-14,Male,South Jennifermouth,2024-02-15,2025-02-14,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Smart TV,High,3.7,0
1564,Allison Williams,browncarlos@example.com,browncarlos,1973-01-14,Female,Michaelborough,2024-04-10,2025-04-10,Annual,Visa,Manual,Occasional,Books,Action,Smart TV,High,3.6,0
1565,Wanda Nguyen,kingkatelyn@example.com,kingkatelyn,1991-07-18,Male,Robertfurt,2024-01-28,2025-01-27,Annual,Amex,Auto-renew,Occasional,Electronics,Sci-Fi,Smartphone,High,3.7,4
1566,Melissa Gardner,stephanie39@example.com,stephanie39,1953-01-04,Female,Robertberg,2024-01-11,2025-01-10,Annual,Visa,Manual,Frequent,Electronics,Documentary,Tablet,Low,3.8,5
1567,Christina Hayes,fieldsjerry@example.net,fieldsjerry,1987-06-13,Male,West Lisa,2024-04-13,2025-04-13,Annual,Visa,Manual,Frequent,Clothing,Documentary,Tablet,Low,3.9,5
1568,Emily Smith,cruzbrandon@example.net,cruzbrandon,1939-11-13,Male,Owensberg,2024-03-09,2025-03-09,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Smartphone,Low,4.5,7
1569,Darren Long,tdickerson@example.org,tdickerson,1937-11-03,Male,Lake Roymouth,2024-01-12,2025-01-11,Monthly,Amex,Manual,Frequent,Clothing,Drama,Smartphone,Low,4.1,9
1570,Jordan Lee,dwaynesmith@example.net,dwaynesmith,1969-10-13,Female,New Rodneymouth,2024-01-16,2025-01-15,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,Tablet,High,4.9,4
1571,Wendy Krause,jramos@example.com,jramos,1997-05-11,Male,Zacharyview,2024-03-25,2025-03-25,Annual,Amex,Auto-renew,Occasional,Books,Comedy,Smart TV,High,3.5,6
1572,Justin Luna,brownelizabeth@example.com,brownelizabeth,1939-03-27,Male,Mckayfurt,2024-02-19,2025-02-18,Annual,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Low,3.1,9
1573,Mark Jones,hensonjustin@example.org,hensonjustin,1947-05-28,Female,Lake Lisa,2024-01-24,2025-01-23,Monthly,Amex,Auto-renew,Regular,Clothing,Documentary,Smart TV,Low,3.2,10
1574,Jacqueline Ferguson,psullivan@example.net,psullivan,1952-06-11,Female,Morrisonmouth,2024-03-23,2025-03-23,Monthly,Mastercard,Auto-renew,Regular,Electronics,Action,Smart TV,Low,4.7,7
1575,Michael Espinoza,zanderson@example.org,zanderson,1985-04-15,Male,Snyderchester,2024-02-24,2025-02-23,Monthly,Amex,Auto-renew,Frequent,Electronics,Comedy,Smartphone,Medium,3.1,10
1576,Holly Lara,andrea50@example.org,andrea50,1993-03-18,Male,Jayland,2024-03-28,2025-03-28,Annual,Amex,Manual,Occasional,Books,Action,Smartphone,Medium,3.6,6
1577,Mark Saunders,leroyhahn@example.com,leroyhahn,1987-10-13,Male,Brittneyfurt,2024-02-20,2025-02-19,Annual,Amex,Manual,Occasional,Clothing,Romance,Smartphone,Low,3.5,7
1578,Kyle Smith,qhall@example.net,qhall,1997-01-13,Male,East Andrew,2024-03-19,2025-03-19,Annual,Visa,Manual,Frequent,Clothing,Documentary,Tablet,Medium,3.4,1
1579,Christine Miller,charlesmacias@example.net,charlesmacias,1961-04-08,Female,East Jamesport,2024-03-28,2025-03-28,Annual,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Tablet,Medium,3.3,1
1580,Debbie Bryant,blozano@example.org,blozano,1999-09-07,Male,East Melissa,2024-03-12,2025-03-12,Annual,Amex,Manual,Regular,Electronics,Romance,Smartphone,High,3.2,3
1581,Jason Armstrong,davidlopez@example.net,davidlopez,1973-09-29,Female,Port Heatherbury,2024-03-16,2025-03-16,Monthly,Amex,Manual,Occasional,Books,Romance,Smartphone,Low,3.7,8
1582,David Anderson,ortizamy@example.com,ortizamy,1970-09-25,Male,New Robinview,2024-02-04,2025-02-03,Monthly,Visa,Manual,Occasional,Electronics,Documentary,Smart TV,Low,4.8,4
1583,Rebecca Smith,ericamooney@example.net,ericamooney,1992-08-06,Male,Maryborough,2024-01-18,2025-01-17,Annual,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,Medium,4.4,4
1584,Timothy Young,bobbyjones@example.org,bobbyjones,1937-05-21,Female,North Johnfort,2024-04-08,2025-04-08,Monthly,Mastercard,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,3.9,8
1585,Juan Parrish,david80@example.com,david80,1964-08-27,Male,Douglasfurt,2024-03-16,2025-03-16,Monthly,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,High,3.1,10
1586,Drew Davis,xavery@example.com,xavery,1958-05-12,Male,Lake Erik,2024-03-03,2025-03-03,Monthly,Visa,Auto-renew,Occasional,Electronics,Action,Smart TV,High,3.8,10
1587,Heidi Hoffman,cynthia60@example.net,cynthia60,1941-03-21,Female,Port Nicholas,2024-02-23,2025-02-22,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,High,5.0,4
1588,Amy Sanchez,nlambert@example.org,nlambert,1981-12-01,Female,Joshuaside,2024-02-21,2025-02-20,Annual,Visa,Auto-renew,Frequent,Clothing,Documentary,Smart TV,Medium,3.2,9
1589,Taylor Young,salazarmisty@example.com,salazarmisty,2004-04-05,Female,Phillipport,2024-03-14,2025-03-14,Annual,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Tablet,Low,3.7,2
1590,Christopher Gross,glennnavarro@example.com,glennnavarro,1973-10-14,Female,Stoneland,2024-01-15,2025-01-14,Monthly,Visa,Auto-renew,Occasional,Books,Horror,Smartphone,Low,4.3,5
1591,Eric Anderson,bcarson@example.com,bcarson,1982-09-04,Male,Jeffreyfurt,2024-02-16,2025-02-15,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smart TV,Low,4.8,10
1592,Brandy Hinton,dixonroger@example.com,dixonroger,1945-10-21,Female,Morganstad,2024-01-18,2025-01-17,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,Medium,4.8,10
1593,Derek Cooper,whayes@example.com,whayes,1941-12-23,Female,South Lauraborough,2024-01-01,2024-12-31,Annual,Visa,Manual,Frequent,Electronics,Comedy,Smart TV,High,4.3,5
1594,Alison Kane,laura16@example.org,laura16,1955-02-28,Male,Port John,2024-03-31,2025-03-31,Monthly,Amex,Auto-renew,Occasional,Electronics,Romance,Tablet,Medium,4.2,1
1595,Lauren Hernandez,craigsimpson@example.com,craigsimpson,1935-04-22,Female,Turnermouth,2024-02-07,2025-02-06,Annual,Amex,Manual,Regular,Electronics,Romance,Smartphone,High,3.3,0
1596,Casey Cole,maddoxlaura@example.com,maddoxlaura,1956-10-28,Female,South Loriside,2024-01-25,2025-01-24,Annual,Mastercard,Auto-renew,Frequent,Clothing,Comedy,Smartphone,Low,4.9,1
1597,Heidi Ray,hhunt@example.com,hhunt,1975-06-24,Male,Port Julieburgh,2024-02-25,2025-02-24,Annual,Amex,Manual,Frequent,Clothing,Action,Smart TV,Medium,3.3,5
1598,Christine Ochoa,ipatterson@example.com,ipatterson,1959-02-08,Female,Lake Tammyfort,2024-02-06,2025-02-05,Annual,Visa,Manual,Occasional,Clothing,Romance,Smart TV,Medium,4.1,10
1599,Robyn Frederick,dawnjoseph@example.org,dawnjoseph,2000-11-06,Male,Lake Darrell,2024-01-22,2025-01-21,Monthly,Mastercard,Manual,Frequent,Clothing,Horror,Smart TV,High,4.1,9
1600,Crystal Foster,cherylturner@example.net,cherylturner,1967-11-04,Female,New Jason,2024-02-26,2025-02-25,Monthly,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,4.7,2
1601,Tina Nelson,morenobethany@example.org,morenobethany,1996-07-23,Female,Mccarthyborough,2024-02-15,2025-02-14,Annual,Amex,Manual,Regular,Books,Action,Tablet,Medium,3.5,1
1602,Jennifer Hernandez,hannahayers@example.net,hannahayers,1979-09-10,Female,West Julie,2024-01-27,2025-01-26,Monthly,Amex,Manual,Occasional,Electronics,Documentary,Smartphone,Medium,4.5,4
1603,Karen Graham,thomas33@example.org,thomas33,1998-02-24,Female,West Laura,2024-01-10,2025-01-09,Annual,Amex,Manual,Occasional,Books,Action,Smartphone,Medium,3.1,6
1604,Jennifer Collins,shannon84@example.com,shannon84,1971-12-31,Female,Port Michael,2024-04-10,2025-04-10,Monthly,Visa,Auto-renew,Occasional,Electronics,Horror,Tablet,Medium,3.9,0
1605,Raven Mills,martinsteven@example.com,martinsteven,1950-03-29,Male,Port Arielview,2024-01-29,2025-01-28,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Tablet,High,4.0,1
1606,Tyler Young,amandayu@example.com,amandayu,1943-02-27,Female,Lorraineberg,2024-03-29,2025-03-29,Monthly,Amex,Manual,Occasional,Clothing,Action,Smartphone,Medium,3.5,6
1607,Jonathan Bush,jenniferparsons@example.org,jenniferparsons,1972-11-14,Female,Dustinstad,2024-03-24,2025-03-24,Annual,Amex,Manual,Frequent,Clothing,Drama,Tablet,High,3.8,5
1608,Jacqueline Bush,michaeljefferson@example.com,michaeljefferson,1976-12-17,Male,North Jennifer,2024-04-08,2025-04-08,Annual,Amex,Manual,Occasional,Books,Comedy,Smartphone,Medium,4.1,4
1609,Brian Weaver,lisariley@example.com,lisariley,1967-12-15,Male,New Stacyton,2024-01-08,2025-01-07,Monthly,Amex,Auto-renew,Occasional,Electronics,Drama,Smart TV,Low,4.9,7
